id,state,district,village,asset_type,asset_name,asset_holder_name,area_ha,ndvi,ndwi,confidence_score,gps_lat,gps_lon,status,last_survey_date,notes,Jal_Jeevan_Mission,MGNREGA,DAJGUA
575,Odisha,Bhubaneswar,Pahadi,pond,Pahadi Jal Jeevan Mission Pond 335,Arun Behera,3.28,0.687,0.741,0.8,17.440174,83.769617,active,2024-04-22,part of Jal Jeevan Mission initiative,yes,no,no
576,Odisha,Cuttack,Sukhi,tank,Sukhi DAJGUA Tank 336,Saurabh Das,4.84,0.423,0.341,0.8,26.51317,86.529538,seasonal,2025-03-17,part of DAJGUA initiative,no,no,yes
577,Odisha,Sambalpur,Chandpur,pond,Chandpur MGNREGA Pond 337,Lalita Verma,1.49,0.662,0.727,0.82,25.331165,78.332796,active,2024-07-27,part of MGNREGA initiative,no,yes,no
578,Odisha,Cuttack,Bela,forest,Bela DAJGUA Forest 338,Arun Tiwari,0.43,0.56,0.611,0.9,22.0803,85.976295,active,2024-08-07,part of DAJGUA initiative,no,no,yes
579,Tripura,Udaipur,Gandhinagar,checkdam,Gandhinagar DAJGUA Checkdam 339,Ajay Reddy,1.08,0.831,0.64,0.87,25.61937,86.389321,active,2024-05-08,part of DAJGUA initiative,no,no,yes
580,Tripura,Dharmanagar,Kamlapur,forest,Kamlapur MGNREGA Forest 340,Deepak Patel,3.3,0.436,0.016,0.9,24.981495,79.240087,active,2024-07-06,part of MGNREGA initiative,no,yes,no
581,Odisha,Sambalpur,Kamlapur,pond,Kamlapur MGNREGA Pond 341,Rohit Behera,1.13,0.523,0.049,0.93,19.69017,80.463222,under construction,2024-01-04,part of MGNREGA initiative,no,yes,no
582,Madhya Pradesh,Jabalpur,Sukhi,forest,Sukhi DAJGUA Forest 342,Saurabh Singh,2.84,0.682,0.241,0.85,26.237857,84.220136,under construction,2024-10-09,part of DAJGUA initiative,no,no,yes
583,Tripura,Dharmanagar,Pahadi,checkdam,Pahadi Jal Jeevan Mission Checkdam 343,Lalita Reddy,3.85,0.372,0.088,0.79,19.180199,86.831178,seasonal,2024-12-05,part of Jal Jeevan Mission initiative,yes,no,no
584,Tripura,Kailashahar,Chandpur,pipeline,Chandpur Jal Jeevan Mission Pipeline 344,Meera Behera,4.77,0.302,0.27,0.98,17.159633,87.563413,under construction,2025-07-29,part of Jal Jeevan Mission initiative,yes,no,no
585,Odisha,Bhubaneswar,Sukhi,checkdam,Sukhi DAJGUA Checkdam 345,Neha Behera,4.56,0.204,0.296,0.91,24.896308,84.204923,seasonal,2024-07-24,part of DAJGUA initiative,no,no,yes
586,Telangana,Nizamabad,Dharampur,tank,Dharampur Jal Jeevan Mission Tank 346,Meera Das,0.36,0.158,0.381,0.88,25.107743,85.39464,active,2024-02-28,part of Jal Jeevan Mission initiative,yes,no,no
587,Tripura,Udaipur,Sukhi,pond,Sukhi MGNREGA Pond 347,Kiran Singh,0.82,0.457,0.071,0.74,18.436332,81.343348,active,2024-09-20,part of MGNREGA initiative,no,yes,no
588,Madhya Pradesh,Jabalpur,Rampur,farm,Rampur Jal Jeevan Mission Farm 348,Kiran Naidu,0.44,0.2,0.797,0.74,26.143497,80.140288,good,2025-08-31,part of Jal Jeevan Mission initiative,yes,no,no
589,Madhya Pradesh,Bhopal,Kalyanpur,tank,Kalyanpur Jal Jeevan Mission Tank 349,Manoj Behera,1.5,0.263,0.235,0.75,18.563629,83.57221,active,2024-02-01,part of Jal Jeevan Mission initiative,yes,no,no
590,Madhya Pradesh,Jabalpur,Dharampur,checkdam,Dharampur DAJGUA Checkdam 350,Deepak Reddy,1.84,0.212,0.542,0.76,24.378917,81.388995,good,2024-02-13,part of DAJGUA initiative,no,no,yes
591,Tripura,Dharmanagar,Pahadi,pond,Pahadi Jal Jeevan Mission Pond 351,Geeta Reddy,1.36,0.769,0.28,0.72,18.668856,84.623048,seasonal,2025-01-14,part of Jal Jeevan Mission initiative,yes,no,no
592,Tripura,Agartala,Kalyanpur,farm,Kalyanpur Jal Jeevan Mission Farm 352,Ramesh Das,3.91,0.396,0.725,0.87,20.41859,78.887671,active,2024-02-17,part of Jal Jeevan Mission initiative,yes,no,no
593,Madhya Pradesh,Jabalpur,Chandpur,forest,Chandpur DAJGUA Forest 353,Ajay Reddy,4.49,0.681,0.293,0.95,18.499017,80.999382,active,2025-07-10,part of DAJGUA initiative,no,no,yes
594,Telangana,Hyderabad,Chandpur,checkdam,Chandpur Jal Jeevan Mission Checkdam 354,Saurabh Patel,3.51,0.751,0.75,0.89,18.833898,82.495275,active,2024-10-31,part of Jal Jeevan Mission initiative,yes,no,no
595,Tripura,Udaipur,Sukhi,checkdam,Sukhi MGNREGA Checkdam 355,Savita Yadav,0.52,0.635,0.776,0.71,23.293789,80.328422,good,2024-05-08,part of MGNREGA initiative,no,yes,no
596,Tripura,Agartala,Sukhi,forest,Sukhi Jal Jeevan Mission Forest 356,Geeta Naidu,0.66,0.221,0.133,0.93,22.511848,79.941283,active,2025-07-04,part of Jal Jeevan Mission initiative,yes,no,no
597,Telangana,Hyderabad,Rampur,pipeline,Rampur Jal Jeevan Mission Pipeline 357,Arun Tiwari,3.97,0.359,0.207,0.72,20.259812,81.862271,good,2025-08-19,part of Jal Jeevan Mission initiative,yes,no,no
598,Tripura,Udaipur,Kalyanpur,pond,Kalyanpur DAJGUA Pond 358,Anita Naidu,1.3,0.639,0.427,0.77,26.729334,85.741116,good,2025-03-18,part of DAJGUA initiative,no,no,yes
599,Tripura,Kailashahar,Pahadi,farm,Pahadi Jal Jeevan Mission Farm 359,Ramesh Behera,0.91,0.233,0.542,0.95,20.882612,81.36828,good,2025-09-01,part of Jal Jeevan Mission initiative,yes,no,no
600,Tripura,Kailashahar,Gandhinagar,pond,Gandhinagar Jal Jeevan Mission Pond 360,Rajesh Das,2.35,0.134,0.732,0.77,20.180814,81.067987,seasonal,2024-04-04,part of Jal Jeevan Mission initiative,yes,no,no
601,Madhya Pradesh,Bhopal,Bela,checkdam,Bela Jal Jeevan Mission Checkdam 361,Vikram Reddy,3.69,0.279,0.078,0.77,20.939833,82.095013,active,2024-03-10,part of Jal Jeevan Mission initiative,yes,no,no
602,Madhya Pradesh,Bhopal,Chandpur,checkdam,Chandpur DAJGUA Checkdam 362,Rohit Verma,3.35,0.885,0.053,0.73,19.048823,79.163014,active,2024-09-20,part of DAJGUA initiative,no,no,yes
603,Madhya Pradesh,Rewa,Rampur,forest,Rampur Jal Jeevan Mission Forest 363,Sita Naidu,2.29,0.151,0.439,0.9,21.462169,78.681818,good,2024-06-25,part of Jal Jeevan Mission initiative,yes,no,no
604,Madhya Pradesh,Ujjain,Dharampur,pond,Dharampur DAJGUA Pond 364,Ajay Verma,2.59,0.399,0.635,0.72,22.304499,80.307981,seasonal,2024-11-08,part of DAJGUA initiative,no,no,yes
605,Telangana,Karimnagar,Bela,pond,Bela Jal Jeevan Mission Pond 365,Savita Patel,0.56,0.48,0.768,0.71,18.91465,78.496194,seasonal,2024-10-19,part of Jal Jeevan Mission initiative,yes,no,no
606,Odisha,Balasore,Kalyanpur,farm,Kalyanpur MGNREGA Farm 366,Meera Rao,0.48,0.063,0.126,0.78,21.825672,81.061823,active,2024-07-24,part of MGNREGA initiative,no,yes,no
607,Tripura,Agartala,Gandhinagar,pond,Gandhinagar DAJGUA Pond 367,Anita Patel,3.76,0.552,0.681,0.73,20.04653,83.611769,good,2024-09-13,part of DAJGUA initiative,no,no,yes
608,Tripura,Udaipur,Kamlapur,tank,Kamlapur DAJGUA Tank 368,Rohit Naidu,2.66,0.122,0.358,0.73,25.357987,80.383917,seasonal,2024-05-24,part of DAJGUA initiative,no,no,yes
609,Telangana,Hyderabad,Kamlapur,pond,Kamlapur MGNREGA Pond 369,Arun Tiwari,4.3,0.639,0.407,0.92,23.598399,80.700493,good,2024-05-05,part of MGNREGA initiative,no,yes,no
610,Tripura,Agartala,Kalyanpur,farm,Kalyanpur Jal Jeevan Mission Farm 370,Deepak Tiwari,4.72,0.835,0.346,0.71,26.125993,83.319809,under construction,2024-09-02,part of Jal Jeevan Mission initiative,yes,no,no
611,Tripura,Udaipur,Sukhi,checkdam,Sukhi Jal Jeevan Mission Checkdam 371,Meera Reddy,3.8,0.853,0.306,0.89,17.362487,85.598846,active,2024-09-30,part of Jal Jeevan Mission initiative,yes,no,no
612,Madhya Pradesh,Bhopal,Kalyanpur,well,Kalyanpur Jal Jeevan Mission Well 372,Vikram Tiwari,1.81,0.839,0.356,0.77,25.393392,85.230064,under construction,2024-03-01,part of Jal Jeevan Mission initiative,yes,no,no
613,Madhya Pradesh,Satna,Gandhinagar,checkdam,Gandhinagar MGNREGA Checkdam 373,Vikram Rao,2.6,0.821,0.689,0.79,23.116928,79.249056,good,2024-12-18,part of MGNREGA initiative,no,yes,no
614,Tripura,Agartala,Rampur,well,Rampur MGNREGA Well 374,Manoj Tiwari,4.84,0.731,0.436,0.76,24.894491,86.296585,active,2024-03-01,part of MGNREGA initiative,no,yes,no
615,Tripura,Agartala,Pahadi,well,Pahadi Jal Jeevan Mission Well 375,Deepak Behera,2.44,0.434,0.072,0.9,23.598783,79.979508,good,2024-04-29,part of Jal Jeevan Mission initiative,yes,no,no
616,Odisha,Sambalpur,Kamlapur,pond,Kamlapur DAJGUA Pond 376,Pooja Verma,4.37,0.668,0.351,0.9,24.306166,82.006245,seasonal,2024-08-01,part of DAJGUA initiative,no,no,yes
617,Odisha,Balasore,Kamlapur,well,Kamlapur MGNREGA Well 377,Ramesh Behera,3.52,0.281,0.514,0.83,19.52591,87.697692,under construction,2025-04-15,part of MGNREGA initiative,no,yes,no
618,Madhya Pradesh,Satna,Dharampur,checkdam,Dharampur DAJGUA Checkdam 378,Sunita Tiwari,2.15,0.198,0.613,0.87,17.68534,79.213949,active,2025-08-17,part of DAJGUA initiative,no,no,yes
619,Telangana,Warangal,Bela,pond,Bela Jal Jeevan Mission Pond 379,Lalita Mishra,3.5,0.633,0.171,0.78,21.093805,81.879921,under construction,2024-08-23,part of Jal Jeevan Mission initiative,yes,no,no
620,Odisha,Bhubaneswar,Kamlapur,farm,Kamlapur DAJGUA Farm 380,Geeta Behera,4.06,0.227,0.128,0.83,18.150691,81.965435,under construction,2024-09-22,part of DAJGUA initiative,no,no,yes
621,Odisha,Sambalpur,Pahadi,checkdam,Pahadi Jal Jeevan Mission Checkdam 381,Sita Rao,3.4,0.271,0.063,0.94,20.237156,82.88401,seasonal,2024-07-24,part of Jal Jeevan Mission initiative,yes,no,no
622,Tripura,Udaipur,Gandhinagar,pond,Gandhinagar DAJGUA Pond 382,Pooja Singh,3.12,0.5,0.529,0.8,20.13114,84.227086,seasonal,2024-01-08,part of DAJGUA initiative,no,no,yes
623,Odisha,Rourkela,Chandpur,pipeline,Chandpur DAJGUA Pipeline 383,Ramesh Patel,4.12,0.472,0.759,0.96,24.748985,84.746029,seasonal,2025-07-27,part of DAJGUA initiative,no,no,yes
624,Madhya Pradesh,Ujjain,Sukhi,checkdam,Sukhi Jal Jeevan Mission Checkdam 384,Ajay Das,2.67,0.442,0.412,0.96,26.056975,85.117601,good,2024-09-01,part of Jal Jeevan Mission initiative,yes,no,no
625,Madhya Pradesh,Ujjain,Kalyanpur,pipeline,Kalyanpur MGNREGA Pipeline 385,Saurabh Yadav,0.56,0.88,0.633,0.96,26.699494,87.871622,seasonal,2024-03-16,part of MGNREGA initiative,no,yes,no
626,Odisha,Balasore,Pahadi,pond,Pahadi Jal Jeevan Mission Pond 386,Savita Sharma,0.67,0.492,0.397,0.91,21.033049,83.043754,good,2025-08-13,part of Jal Jeevan Mission initiative,yes,no,no
627,Madhya Pradesh,Satna,Bela,farm,Bela MGNREGA Farm 387,Sunita Yadav,4.29,0.252,0.497,0.94,26.143117,87.945549,good,2025-05-29,part of MGNREGA initiative,no,yes,no
628,Telangana,Karimnagar,Bela,farm,Bela Jal Jeevan Mission Farm 388,Ramesh Naidu,1.21,0.548,0.228,0.77,25.700062,82.41025,good,2024-06-13,part of Jal Jeevan Mission initiative,yes,no,no
629,Madhya Pradesh,Satna,Rampur,well,Rampur MGNREGA Well 389,Kiran Tiwari,0.97,0.799,0.21,0.82,22.546204,82.970604,under construction,2024-08-24,part of MGNREGA initiative,no,yes,no
630,Tripura,Dharmanagar,Sukhi,tank,Sukhi Jal Jeevan Mission Tank 390,Savita Sharma,1.69,0.45,0.538,0.71,25.118721,86.186635,under construction,2024-12-24,part of Jal Jeevan Mission initiative,yes,no,no
631,Tripura,Dharmanagar,Sukhi,tank,Sukhi DAJGUA Tank 391,Pooja Naidu,2.93,0.274,0.268,0.93,20.937245,78.137797,seasonal,2025-01-29,part of DAJGUA initiative,no,no,yes
632,Odisha,Bhubaneswar,Pahadi,farm,Pahadi Jal Jeevan Mission Farm 392,Ajay Rao,0.88,0.711,0.176,0.83,19.338405,87.506178,good,2024-11-12,part of Jal Jeevan Mission initiative,yes,no,no
633,Odisha,Bhubaneswar,Gandhinagar,forest,Gandhinagar DAJGUA Forest 393,Neha Verma,1.73,0.751,0.308,0.75,20.44246,79.604353,under construction,2025-08-03,part of DAJGUA initiative,no,no,yes
634,Telangana,Nizamabad,Sukhi,well,Sukhi MGNREGA Well 394,Rajesh Rao,4.61,0.359,0.412,0.9,17.638901,83.564211,active,2024-10-07,part of MGNREGA initiative,no,yes,no
635,Telangana,Warangal,Chandpur,tank,Chandpur Jal Jeevan Mission Tank 395,Meera Das,0.74,0.812,0.524,0.8,21.997139,81.17658,good,2025-03-05,part of Jal Jeevan Mission initiative,yes,no,no
636,Telangana,Warangal,Chandpur,checkdam,Chandpur DAJGUA Checkdam 396,Geeta Mishra,0.49,0.697,0.306,0.84,17.346947,81.142873,good,2025-05-09,part of DAJGUA initiative,no,no,yes
637,Madhya Pradesh,Bhopal,Bela,pipeline,Bela Jal Jeevan Mission Pipeline 397,Vikram Naidu,2.9,0.473,0.691,0.97,19.973072,82.683952,seasonal,2024-05-13,part of Jal Jeevan Mission initiative,yes,no,no
638,Tripura,Kailashahar,Chandpur,well,Chandpur DAJGUA Well 398,Rohit Rao,4.71,0.741,0.182,0.74,20.210766,86.593434,good,2024-07-24,part of DAJGUA initiative,no,no,yes
639,Telangana,Nizamabad,Pahadi,well,Pahadi DAJGUA Well 399,Vikram Naidu,3.21,0.57,0.602,0.8,23.872887,85.156382,under construction,2025-06-19,part of DAJGUA initiative,no,no,yes
640,Madhya Pradesh,Satna,Rampur,forest,Rampur MGNREGA Forest 400,Pooja Yadav,0.97,0.538,0.072,0.78,23.866883,82.256809,active,2024-03-15,part of MGNREGA initiative,no,yes,no
641,Telangana,Warangal,Chandpur,well,Chandpur DAJGUA Well 401,Vikram Singh,2.51,0.898,0.149,0.92,22.071106,81.03459,active,2024-10-15,part of DAJGUA initiative,no,no,yes
642,Tripura,Kailashahar,Sukhi,pipeline,Sukhi DAJGUA Pipeline 402,Saurabh Reddy,3.45,0.18,0.277,0.94,23.455316,80.922559,good,2024-01-21,part of DAJGUA initiative,no,no,yes
643,Madhya Pradesh,Ujjain,Bela,pipeline,Bela Jal Jeevan Mission Pipeline 403,Ramesh Yadav,4.13,0.635,0.401,0.89,22.399746,82.79113,under construction,2024-03-28,part of Jal Jeevan Mission initiative,yes,no,no
644,Telangana,Warangal,Dharampur,tank,Dharampur Jal Jeevan Mission Tank 404,Savita Tiwari,1.36,0.279,0.769,0.81,23.442383,84.650662,good,2025-06-06,part of Jal Jeevan Mission initiative,yes,no,no
645,Odisha,Rourkela,Chandpur,forest,Chandpur MGNREGA Forest 405,Saurabh Singh,4.63,0.651,0.374,0.81,18.691135,80.315797,under construction,2025-05-09,part of MGNREGA initiative,no,yes,no
646,Madhya Pradesh,Ujjain,Kamlapur,tank,Kamlapur DAJGUA Tank 406,Lalita Mishra,2.36,0.776,0.325,0.94,17.725312,83.98426,active,2024-02-05,part of DAJGUA initiative,no,no,yes
647,Odisha,Rourkela,Dharampur,checkdam,Dharampur Jal Jeevan Mission Checkdam 407,Vikram Singh,3.54,0.832,0.585,0.76,20.292145,78.84553,active,2025-05-10,part of Jal Jeevan Mission initiative,yes,no,no
648,Madhya Pradesh,Bhopal,Gandhinagar,forest,Gandhinagar Jal Jeevan Mission Forest 408,Saurabh Singh,2.49,0.601,0.524,0.77,19.323738,85.471355,active,2024-05-16,part of Jal Jeevan Mission initiative,yes,no,no
649,Tripura,Dharmanagar,Rampur,farm,Rampur Jal Jeevan Mission Farm 409,Ajay Behera,1.83,0.718,0.31,0.78,19.545445,78.207245,under construction,2024-07-27,part of Jal Jeevan Mission initiative,yes,no,no
650,Odisha,Bhubaneswar,Dharampur,farm,Dharampur DAJGUA Farm 410,Ajay Das,1.69,0.539,0.394,0.71,26.634971,78.412087,good,2025-07-23,part of DAJGUA initiative,no,no,yes
651,Telangana,Nizamabad,Rampur,forest,Rampur Jal Jeevan Mission Forest 411,Kiran Tiwari,4.97,0.311,0.697,0.72,26.471973,79.29278,under construction,2025-08-11,part of Jal Jeevan Mission initiative,yes,no,no
652,Telangana,Nizamabad,Rampur,tank,Rampur DAJGUA Tank 412,Rohit Verma,1.71,0.089,0.318,0.76,22.124631,78.809651,active,2025-06-07,part of DAJGUA initiative,no,no,yes
653,Telangana,Karimnagar,Rampur,tank,Rampur DAJGUA Tank 413,Anita Mishra,0.53,0.569,0.554,0.82,21.450682,80.44083,good,2024-08-01,part of DAJGUA initiative,no,no,yes
654,Telangana,Hyderabad,Kamlapur,farm,Kamlapur DAJGUA Farm 414,Ajay Yadav,0.49,0.726,0.469,0.79,21.032157,87.37912,seasonal,2024-09-10,part of DAJGUA initiative,no,no,yes
655,Tripura,Kailashahar,Chandpur,pond,Chandpur Jal Jeevan Mission Pond 415,Pooja Das,1.17,0.728,0.123,0.72,26.505501,79.822087,seasonal,2025-03-25,part of Jal Jeevan Mission initiative,yes,no,no
656,Tripura,Udaipur,Dharampur,pond,Dharampur Jal Jeevan Mission Pond 416,Kiran Naidu,1.87,0.337,0.348,0.82,21.917867,78.048672,good,2025-02-03,part of Jal Jeevan Mission initiative,yes,no,no
657,Madhya Pradesh,Rewa,Sukhi,well,Sukhi DAJGUA Well 417,Ramesh Rao,2.31,0.795,0.536,0.88,19.543448,81.36996,active,2025-04-04,part of DAJGUA initiative,no,no,yes
658,Tripura,Udaipur,Pahadi,pipeline,Pahadi DAJGUA Pipeline 418,Savita Yadav,2.73,0.836,0.458,0.76,23.521598,85.73401,active,2025-07-21,part of DAJGUA initiative,no,no,yes
659,Tripura,Dharmanagar,Kalyanpur,pipeline,Kalyanpur MGNREGA Pipeline 419,Sunita Tiwari,1.56,0.26,0.038,0.88,23.781384,78.538661,under construction,2024-03-01,part of MGNREGA initiative,no,yes,no
660,Telangana,Hyderabad,Chandpur,well,Chandpur DAJGUA Well 420,Sita Behera,1.41,0.852,0.726,0.78,17.024228,82.257383,active,2024-05-18,part of DAJGUA initiative,no,no,yes
661,Madhya Pradesh,Indore,Bela,farm,Bela Jal Jeevan Mission Farm 421,Manoj Reddy,2.06,0.349,0.436,0.8,24.491587,84.488906,seasonal,2024-06-24,part of Jal Jeevan Mission initiative,yes,no,no
662,Madhya Pradesh,Indore,Pahadi,checkdam,Pahadi DAJGUA Checkdam 422,Saurabh Rao,2.39,0.185,0.656,0.94,22.266399,84.654278,good,2024-03-08,part of DAJGUA initiative,no,no,yes
663,Tripura,Udaipur,Chandpur,checkdam,Chandpur Jal Jeevan Mission Checkdam 423,Manoj Naidu,0.76,0.202,0.0,0.93,24.545075,85.50217,under construction,2024-02-28,part of Jal Jeevan Mission initiative,yes,no,no
664,Tripura,Dharmanagar,Sukhi,farm,Sukhi DAJGUA Farm 424,Lalita Singh,4.9,0.313,0.466,0.76,21.647809,79.630148,seasonal,2024-11-19,part of DAJGUA initiative,no,no,yes
665,Odisha,Bhubaneswar,Bela,farm,Bela MGNREGA Farm 425,Rohit Verma,0.57,0.529,0.747,0.96,23.288739,84.756927,active,2024-12-20,part of MGNREGA initiative,no,yes,no
666,Telangana,Karimnagar,Rampur,farm,Rampur Jal Jeevan Mission Farm 426,Vikram Singh,2.36,0.604,0.259,0.77,22.694023,80.653453,under construction,2025-02-11,part of Jal Jeevan Mission initiative,yes,no,no
667,Madhya Pradesh,Rewa,Chandpur,pond,Chandpur DAJGUA Pond 427,Savita Naidu,0.95,0.586,0.755,0.91,21.88358,86.091727,under construction,2024-04-05,part of DAJGUA initiative,no,no,yes
668,Telangana,Hyderabad,Kalyanpur,well,Kalyanpur DAJGUA Well 428,Geeta Singh,2.12,0.352,0.207,0.75,21.327542,84.040875,active,2024-03-14,part of DAJGUA initiative,no,no,yes
669,Odisha,Bhubaneswar,Gandhinagar,forest,Gandhinagar MGNREGA Forest 429,Ajay Tiwari,0.54,0.562,0.518,0.76,21.465297,80.16874,seasonal,2025-06-15,part of MGNREGA initiative,no,yes,no
670,Tripura,Udaipur,Pahadi,pipeline,Pahadi Jal Jeevan Mission Pipeline 430,Lalita Verma,3.34,0.709,0.241,0.91,26.947323,78.279949,good,2025-05-10,part of Jal Jeevan Mission initiative,yes,no,no
671,Madhya Pradesh,Satna,Chandpur,farm,Chandpur Jal Jeevan Mission Farm 431,Savita Tiwari,3.03,0.441,0.521,0.95,18.911835,80.714278,seasonal,2024-02-25,part of Jal Jeevan Mission initiative,yes,no,no
672,Odisha,Sambalpur,Chandpur,well,Chandpur MGNREGA Well 432,Rajesh Rao,3.09,0.528,0.656,0.77,19.447821,85.974426,seasonal,2025-07-27,part of MGNREGA initiative,no,yes,no
673,Madhya Pradesh,Jabalpur,Kalyanpur,well,Kalyanpur Jal Jeevan Mission Well 433,Mohan Patel,3.42,0.126,0.126,0.86,18.002505,81.755922,under construction,2024-10-18,part of Jal Jeevan Mission initiative,yes,no,no
674,Telangana,Nizamabad,Bela,checkdam,Bela MGNREGA Checkdam 434,Sunita Verma,3.16,0.258,0.538,0.71,23.22067,85.509196,seasonal,2024-06-06,part of MGNREGA initiative,no,yes,no
675,Madhya Pradesh,Indore,Gandhinagar,forest,Gandhinagar MGNREGA Forest 435,Manoj Naidu,3.3,0.654,0.134,0.93,18.409365,80.228344,good,2025-02-01,part of MGNREGA initiative,no,yes,no
676,Madhya Pradesh,Bhopal,Kamlapur,pond,Kamlapur MGNREGA Pond 436,Deepak Naidu,2.74,0.598,0.403,0.87,23.605275,79.693805,good,2025-07-28,part of MGNREGA initiative,no,yes,no
677,Tripura,Dharmanagar,Dharampur,tank,Dharampur Jal Jeevan Mission Tank 437,Saurabh Reddy,3.54,0.182,0.093,0.85,22.758821,80.75655,seasonal,2025-05-13,part of Jal Jeevan Mission initiative,yes,no,no
678,Madhya Pradesh,Indore,Gandhinagar,well,Gandhinagar Jal Jeevan Mission Well 438,Kiran Tiwari,4.95,0.501,0.218,0.7,26.286286,83.599255,seasonal,2025-05-09,part of Jal Jeevan Mission initiative,yes,no,no
679,Madhya Pradesh,Rewa,Kalyanpur,well,Kalyanpur Jal Jeevan Mission Well 439,Sunita Mishra,1.6,0.262,0.532,0.98,25.896112,78.723421,good,2024-08-09,part of Jal Jeevan Mission initiative,yes,no,no
680,Telangana,Warangal,Rampur,pipeline,Rampur Jal Jeevan Mission Pipeline 440,Sita Patel,3.2,0.285,0.131,0.96,24.996899,79.942717,active,2025-03-18,part of Jal Jeevan Mission initiative,yes,no,no
681,Tripura,Dharmanagar,Rampur,farm,Rampur DAJGUA Farm 441,Geeta Patel,3.19,0.346,0.42,0.94,17.149466,83.432709,seasonal,2024-04-29,part of DAJGUA initiative,no,no,yes
682,Odisha,Bhubaneswar,Gandhinagar,farm,Gandhinagar MGNREGA Farm 442,Ajay Reddy,1.45,0.202,0.582,0.9,21.323311,79.785485,seasonal,2024-02-10,part of MGNREGA initiative,no,yes,no
683,Telangana,Karimnagar,Kalyanpur,farm,Kalyanpur MGNREGA Farm 443,Manoj Patel,4.94,0.752,0.085,0.83,19.675578,85.973607,under construction,2025-04-26,part of MGNREGA initiative,no,yes,no
684,Tripura,Dharmanagar,Kamlapur,pond,Kamlapur Jal Jeevan Mission Pond 444,Kiran Yadav,3.03,0.698,0.748,0.73,26.895604,81.729991,seasonal,2025-02-07,part of Jal Jeevan Mission initiative,yes,no,no
685,Madhya Pradesh,Satna,Chandpur,farm,Chandpur Jal Jeevan Mission Farm 445,Mohan Behera,4.94,0.38,0.543,0.74,17.068229,78.616416,seasonal,2024-02-02,part of Jal Jeevan Mission initiative,yes,no,no
686,Telangana,Nizamabad,Rampur,forest,Rampur Jal Jeevan Mission Forest 446,Rajesh Behera,2.52,0.603,0.502,0.7,23.693736,81.320924,good,2024-12-04,part of Jal Jeevan Mission initiative,yes,no,no
687,Telangana,Hyderabad,Kalyanpur,well,Kalyanpur DAJGUA Well 447,Ramesh Das,2.38,0.169,0.257,0.86,24.263363,85.623566,seasonal,2024-09-29,part of DAJGUA initiative,no,no,yes
688,Odisha,Sambalpur,Rampur,farm,Rampur DAJGUA Farm 448,Sita Mishra,1.58,0.686,0.765,0.86,20.42966,81.380463,seasonal,2024-05-18,part of DAJGUA initiative,no,no,yes
689,Telangana,Warangal,Kalyanpur,farm,Kalyanpur DAJGUA Farm 449,Geeta Sharma,1.21,0.223,0.735,0.71,26.422229,81.65096,seasonal,2024-09-12,part of DAJGUA initiative,no,no,yes
690,Telangana,Nizamabad,Pahadi,tank,Pahadi Jal Jeevan Mission Tank 450,Rajesh Yadav,4.21,0.801,0.789,0.85,18.770504,82.909721,under construction,2024-01-04,part of Jal Jeevan Mission initiative,yes,no,no
691,Madhya Pradesh,Rewa,Gandhinagar,pipeline,Gandhinagar DAJGUA Pipeline 451,Sunita Patel,4.02,0.186,0.16,0.85,26.072525,79.355609,good,2024-08-22,part of DAJGUA initiative,no,no,yes
